date,floor,unit,water_usage,num_residents,unit_size
2024-06-25,2,1,492.56,5,66
2024-06-26,2,1,491.05,5,66
2024-06-27,2,1,536.97,5,66
2024-06-28,2,1,564.57,5,66
2024-06-29,2,1,173.22,5,66
2024-06-30,2,1,497.52,5,66
2024-07-01,2,1,374.35,5,66
2024-07-02,2,1,492.5,5,66
2024-07-03,2,1,978.87,5,66
2024-07-04,2,1,398.09,5,66
2024-07-05,2,1,393.83,5,66
2024-07-06,2,1,373.64,5,66
2024-07-07,2,1,611.14,5,66
2024-07-08,2,1,527.46,5,66
2024-07-09,2,1,771.12,5,66
2024-07-10,2,1,466.82,5,66
2024-07-11,2,1,433.09,5,66
2024-07-12,2,1,386.34,5,66
2024-07-13,2,1,322.09,5,66
2024-07-14,2,1,289.45,5,66
2024-07-15,2,1,459.68,5,66
2024-07-16,2,1,391.73,5,66
2024-07-17,2,1,598.19,5,66
2024-07-18,2,1,434.02,5,66
2024-07-19,2,1,378.16,5,66
2024-07-20,2,1,395.39,5,66
2024-07-21,2,1,365.74,5,66
2024-07-22,2,1,489.7,5,66
2024-07-23,2,1,593.21,5,66
2024-07-24,2,1,899.63,5,66
2024-07-25,2,1,495.4,5,66
2024-07-26,2,1,336.29,5,66
2024-07-27,2,1,429.45,5,66
2024-07-28,2,1,539.35,5,66
2024-07-29,2,1,435.8,5,66
2024-07-30,2,1,510.08,5,66
2024-07-31,2,1,655.56,5,66
2024-08-01,2,1,512.41,5,66
2024-08-02,2,1,337.56,5,66
2024-08-03,2,1,389.02,5,66
2024-08-04,2,1,606.8,5,66
2024-08-05,2,1,523.09,5,66
2024-08-06,2,1,461.22,5,66
2024-08-07,2,1,893.14,5,66
2024-08-08,2,1,598.74,5,66
2024-08-09,2,1,508.58,5,66
2024-08-10,2,1,420.97,5,66
2024-08-11,2,1,515.73,5,66
2024-08-12,2,1,741.42,5,66
2024-08-13,2,1,464.59,5,66
2024-08-14,2,1,798.21,5,66
2024-08-15,2,1,752.55,5,66
2024-08-16,2,1,254.55,5,66
2024-08-17,2,1,334.76,5,66
2024-08-18,2,1,621.14,5,66
2024-08-19,2,1,558.68,5,66
2024-08-20,2,1,467.37,5,66
2024-08-21,2,1,700.84,5,66
2024-08-22,2,1,434.53,5,66
2024-08-23,2,1,553.04,5,66
2024-08-24,2,1,514.73,5,66
2024-08-25,2,1,516.36,5,66
2024-08-26,2,1,739.85,5,66
2024-08-27,2,1,556.24,5,66
2024-08-28,2,1,705.15,5,66
2024-08-29,2,1,581.99,5,66
2024-08-30,2,1,413.1,5,66
2024-08-31,2,1,465.48,5,66
2024-09-01,2,1,576.7,5,66
2024-09-02,2,1,651.64,5,66
2024-09-03,2,1,467.52,5,66
2024-09-04,2,1,341.28,5,66
2024-09-05,2,1,456.63,5,66
2024-09-06,2,1,369.69,5,66
2024-09-07,2,1,430.81,5,66
2024-09-08,2,1,516.06,5,66
2024-09-09,2,1,320.77,5,66
2024-09-10,2,1,612.87,5,66
2024-09-11,2,1,501.14,5,66
2024-09-12,2,1,688.03,5,66
2024-09-13,2,1,390.26,5,66
2024-09-14,2,1,345.53,5,66
2024-09-15,2,1,540.95,5,66
2024-09-16,2,1,574.74,5,66
2024-09-17,2,1,400.39,5,66
2024-09-18,2,1,373.05,5,66
2024-09-19,2,1,506.63,5,66
2024-09-20,2,1,345.83,5,66
2024-09-21,2,1,531.38,5,66
2024-09-22,2,1,508.44,5,66
2024-09-23,2,1,507.81,5,66
2024-09-24,2,1,554.58,5,66
2024-09-25,2,1,512.18,5,66
2024-09-26,2,1,550.4,5,66
2024-09-27,2,1,453.22,5,66
2024-09-28,2,1,541.36,5,66
2024-09-29,2,1,423.42,5,66
2024-09-30,2,1,603.03,5,66
2024-10-01,2,1,580.5,5,66
2024-10-02,2,1,573.54,5,66
2024-10-03,2,1,578.03,5,66
2024-10-04,2,1,279.27,5,66
2024-10-05,2,1,439.65,5,66
2024-10-06,2,1,550.93,5,66
2024-10-07,2,1,646.27,5,66
2024-10-08,2,1,643.22,5,66
2024-10-09,2,1,638.95,5,66
2024-10-10,2,1,524.42,5,66
2024-10-11,2,1,276.87,5,66
2024-10-12,2,1,403.42,5,66
2024-10-13,2,1,320.35,5,66
2024-10-14,2,1,426.8,5,66
2024-10-15,2,1,501.31,5,66
2024-10-16,2,1,638.28,5,66
2024-10-17,2,1,419.38,5,66
2023-10-19,2,2,1038.51,5,128
2023-10-20,2,2,801.27,5,128
2023-10-21,2,2,973.43,5,128
2023-10-22,2,2,929.24,5,128
2023-10-23,2,2,987.24,5,128
2023-10-24,2,2,1525.61,5,128
2023-10-25,2,2,1093.59,5,128
2023-10-26,2,2,965.98,5,128
2023-10-27,2,2,958.92,5,128
2023-10-28,2,2,639.37,5,128
2023-10-29,2,2,833.74,5,128
2023-10-30,2,2,1449.86,5,128
2023-10-31,2,2,1374.32,5,128
2023-11-01,2,2,1413.63,5,128
2023-11-02,2,2,693.65,5,128
2023-11-03,2,2,1132.92,5,128
2023-11-04,2,2,743.29,5,128
2023-11-05,2,2,732.15,5,128
2023-11-06,2,2,1385.66,5,128
2023-11-07,2,2,1362.75,5,128
2023-11-08,2,2,681.22,5,128
2023-11-09,2,2,1211.84,5,128
2023-11-10,2,2,612.24,5,128
2023-11-11,2,2,1308.06,5,128
2023-11-12,2,2,736.06,5,128
2023-11-13,2,2,768.26,5,128
2023-11-14,2,2,805.08,5,128
2023-11-15,2,2,1268.05,5,128
2023-11-16,2,2,756.04,5,128
2023-11-17,2,2,881.5,5,128
2023-11-18,2,2,962.99,5,128
2023-11-19,2,2,691.66,5,128
2023-11-20,2,2,821.42,5,128
2023-11-21,2,2,1071.26,5,128
2023-11-22,2,2,1180.82,5,128
2023-11-23,2,2,935.17,5,128
2023-11-24,2,2,708.32,5,128
2023-11-25,2,2,433.57,5,128
2023-11-26,2,2,1145.41,5,128
2023-11-27,2,2,551.06,5,128
2023-11-28,2,2,1386.81,5,128
2023-11-29,2,2,957.39,5,128
2023-11-30,2,2,926.41,5,128
2023-12-01,2,2,651.71,5,128
2023-12-02,2,2,589.4,5,128
2023-12-03,2,2,906.84,5,128
2023-12-04,2,2,984.3,5,128
2023-12-05,2,2,1450.16,5,128
2023-12-06,2,2,1811.64,5,128
2023-12-07,2,2,999.82,5,128
2023-12-08,2,2,972.52,5,128
2023-12-09,2,2,451.16,5,128
2023-12-10,2,2,860.47,5,128
2023-12-11,2,2,848.08,5,128
2023-12-12,2,2,1320.43,5,128
2023-12-13,2,2,1440.27,5,128
2023-12-14,2,2,1399.5,5,128
2023-12-15,2,2,924.16,5,128
2023-12-16,2,2,635.54,5,128
2023-12-17,2,2,564.98,5,128
2023-12-18,2,2,1037.74,5,128
2023-12-19,2,2,874.48,5,128
2023-12-20,2,2,1278.22,5,128
2023-12-21,2,2,1025.27,5,128
2023-12-22,2,2,778.1,5,128
2023-12-23,2,2,634.43,5,128
2023-12-24,2,2,813.06,5,128
2023-12-25,2,2,855.89,5,128
2023-12-26,2,2,862.28,5,128
2023-12-27,2,2,1524.97,5,128
2023-12-28,2,2,1131.99,5,128
2023-12-29,2,2,1288.64,5,128
2023-12-30,2,2,967.11,5,128
2023-12-31,2,2,1374.59,5,128
2024-01-01,2,2,1169.61,5,128
2024-01-02,2,2,1095.35,5,128
2024-01-03,2,2,1149.43,5,128
2024-01-04,2,2,1131.69,5,128
2024-01-05,2,2,1029.48,5,128
2024-01-06,2,2,855.57,5,128
2024-01-07,2,2,756.52,5,128
2024-01-08,2,2,1505.91,5,128
2024-01-09,2,2,1108.27,5,128
2024-01-10,2,2,1560.23,5,128
2024-01-11,2,2,1259.2,5,128
2024-01-12,2,2,776.47,5,128
2024-01-13,2,2,725.05,5,128
2024-01-14,2,2,950.9,5,128
2024-01-15,2,2,1279.93,5,128
2024-01-16,2,2,1359.38,5,128
2024-01-17,2,2,1488.81,5,128
2024-01-18,2,2,865.3,5,128
2024-01-19,2,2,478.17,5,128
2024-01-20,2,2,881.39,5,128
2024-01-21,2,2,640.33,5,128
2024-01-22,2,2,915.01,5,128
2024-01-23,2,2,612.22,5,128
2024-01-24,2,2,1029.98,5,128
2024-01-25,2,2,904.01,5,128
2024-01-26,2,2,664.26,5,128
2024-01-27,2,2,1251.94,5,128
2024-01-28,2,2,938.55,5,128
2024-01-29,2,2,1105.35,5,128
2024-01-30,2,2,810.69,5,128
2024-01-31,2,2,773.83,5,128
2024-02-01,2,2,1006.16,5,128
2024-02-02,2,2,811.25,5,128
2024-02-03,2,2,622.23,5,128
2024-02-04,2,2,679.4,5,128
2024-02-05,2,2,945.95,5,128
2024-02-06,2,2,1135.47,5,128
2024-02-07,2,2,551.23,5,128
2024-02-08,2,2,900.66,5,128
2024-02-09,2,2,931.43,5,128
2024-02-10,2,2,791.21,5,128
2024-02-11,2,2,1059.93,5,128
2024-02-12,2,2,1104.39,5,128
2024-02-13,2,2,797.81,5,128
2024-02-14,2,2,1356.0,5,128
2024-02-15,2,2,760.42,5,128
2024-02-16,2,2,767.3,5,128
2024-02-17,2,2,774.47,5,128
2024-02-18,2,2,1098.28,5,128
2024-02-19,2,2,940.12,5,128
2024-02-20,2,2,1205.05,5,128
2024-02-21,2,2,1376.76,5,128
2024-02-22,2,2,679.7,5,128
2024-02-23,2,2,577.36,5,128
2024-02-24,2,2,853.44,5,128
2024-02-25,2,2,832.93,5,128
2024-02-26,2,2,790.75,5,128
2024-02-27,2,2,964.64,5,128
2024-02-28,2,2,837.58,5,128
2024-02-29,2,2,1126.36,5,128
2024-03-01,2,2,994.84,5,128
2024-03-02,2,2,1027.33,5,128
2024-03-03,2,2,1135.45,5,128
2024-03-04,2,2,1018.31,5,128
2024-03-05,2,2,1224.87,5,128
2024-03-06,2,2,1143.08,5,128
2024-03-07,2,2,1381.02,5,128
2024-03-08,2,2,685.93,5,128
2024-03-09,2,2,771.24,5,128
2024-03-10,2,2,806.43,5,128
2024-03-11,2,2,965.01,5,128
2024-03-12,2,2,1490.5,5,128
2024-03-13,2,2,1050.2,5,128
2024-03-14,2,2,968.62,5,128
2024-03-15,2,2,1039.2,5,128
2024-03-16,2,2,804.28,5,128
2024-03-17,2,2,1170.75,5,128
2024-03-18,2,2,1734.18,5,128
2024-03-19,2,2,668.95,5,128
2024-03-20,2,2,1432.23,5,128
2024-03-21,2,2,866.88,5,128
2024-03-22,2,2,656.19,5,128
2024-03-23,2,2,726.23,5,128
2024-03-24,2,2,1274.94,5,128
2024-03-25,2,2,910.84,5,128
2024-03-26,2,2,1126.89,5,128
2024-03-27,2,2,1558.19,5,128
2024-03-28,2,2,663.49,5,128
2024-03-29,2,2,590.43,5,128
2024-03-30,2,2,625.57,5,128
2024-03-31,2,2,1365.1,5,128
2024-04-01,2,2,1013.8,5,128
2024-04-02,2,2,1324.8,5,128
2024-04-03,2,2,1102.21,5,128
2024-04-04,2,2,1016.13,5,128
2024-04-05,2,2,501.11,5,128
2024-04-06,2,2,858.6,5,128
2024-04-07,2,2,966.41,5,128
2024-04-08,2,2,1200.92,5,128
2024-04-09,2,2,1194.13,5,128
2024-04-10,2,2,1193.77,5,128
2024-04-11,2,2,1203.71,5,128
2024-04-12,2,2,965.9,5,128
2024-04-13,2,2,676.35,5,128
2024-04-14,2,2,812.32,5,128
2024-04-15,2,2,845.93,5,128
2024-04-16,2,2,1363.02,5,128
2024-04-17,2,2,1640.87,5,128
2024-04-18,2,2,958.24,5,128
2024-04-19,2,2,924.62,5,128
2024-04-20,2,2,745.01,5,128
2024-04-21,2,2,789.11,5,128
2024-04-22,2,2,1045.13,5,128
2024-04-23,2,2,1251.35,5,128
2024-04-24,2,2,1171.31,5,128
2024-04-25,2,2,911.52,5,128
2024-04-26,2,2,671.63,5,128
2024-04-27,2,2,908.46,5,128
2024-04-28,2,2,658.06,5,128
2024-04-29,2,2,857.38,5,128
2024-04-30,2,2,1341.75,5,128
2024-05-01,2,2,885.23,5,128
2024-05-02,2,2,1207.34,5,128
2024-05-03,2,2,722.56,5,128
2024-05-04,2,2,799.32,5,128
2024-05-05,2,2,1402.92,5,128
2024-05-06,2,2,1547.05,5,128
2024-05-07,2,2,886.48,5,128
2024-05-08,2,2,776.62,5,128
2024-05-09,2,2,1014.42,5,128
2024-05-10,2,2,1051.21,5,128
2024-05-11,2,2,503.06,5,128
2024-05-12,2,2,1058.02,5,128
2024-05-13,2,2,778.01,5,128
2024-05-14,2,2,1362.91,5,128
2024-05-15,2,2,1350.98,5,128
2024-05-16,2,2,830.13,5,128
2024-05-17,2,2,730.99,5,128
2024-05-18,2,2,646.2,5,128
2024-05-19,2,2,861.68,5,128
2024-05-20,2,2,655.68,5,128
2024-05-21,2,2,968.16,5,128
2024-05-22,2,2,1232.78,5,128
2024-05-23,2,2,923.53,5,128
2024-05-24,2,2,551.48,5,128
2024-05-25,2,2,624.14,5,128
2024-05-26,2,2,1460.12,5,128
2024-05-27,2,2,1188.21,5,128
2024-05-28,2,2,1208.12,5,128
2024-05-29,2,2,766.3,5,128
2024-05-30,2,2,976.29,5,128
2024-05-31,2,2,836.02,5,128
2024-06-01,2,2,899.35,5,128
2024-06-02,2,2,804.33,5,128
2024-06-03,2,2,864.24,5,128
2024-06-04,2,2,1630.61,5,128
2024-06-05,2,2,663.22,5,128
2024-06-06,2,2,1209.81,5,128
2024-06-07,2,2,408.93,5,128
2024-06-08,2,2,747.82,5,128
2024-06-09,2,2,1456.65,5,128
2024-06-10,2,2,1052.03,5,128
2024-06-11,2,2,1091.62,5,128
2024-06-12,2,2,1815.71,5,128
2024-06-13,2,2,1109.24,5,128
2024-06-14,2,2,677.05,5,128
2024-06-15,2,2,787.42,5,128
2024-06-16,2,2,1123.05,5,128
2024-06-17,2,2,919.65,5,128
2024-06-18,2,2,848.83,5,128
2024-06-19,2,2,724.47,5,128
2024-06-20,2,2,1046.7,5,128
2024-06-21,2,2,894.7,5,128
2024-06-22,2,2,850.21,5,128
2024-06-23,2,2,908.44,5,128
2024-06-24,2,2,1321.62,5,128
2024-06-25,2,2,1812.63,5,128
2024-06-26,2,2,1569.16,5,128
2024-06-27,2,2,1009.51,5,128
2024-06-28,2,2,758.49,5,128
2024-06-29,2,2,910.93,5,128
2024-06-30,2,2,616.47,5,128
2024-07-01,2,2,678.09,5,128
2024-07-02,2,2,1586.18,5,128
2024-07-03,2,2,653.69,5,128
2024-07-04,2,2,1055.76,5,128
2024-07-05,2,2,990.38,5,128
2024-07-06,2,2,1202.48,5,128
2024-07-07,2,2,1039.15,5,128
2024-07-08,2,2,703.25,5,128
2024-07-09,2,2,1034.31,5,128
2024-07-10,2,2,694.15,5,128
2024-07-11,2,2,758.73,5,128
2024-07-12,2,2,941.33,5,128
2024-07-13,2,2,1066.51,5,128
2024-07-14,2,2,1274.64,5,128
2024-07-15,2,2,819.21,5,128
2024-07-16,2,2,1032.25,5,128
2024-07-17,2,2,752.06,5,128
2024-07-18,2,2,969.2,5,128
2024-07-19,2,2,1096.16,5,128
2024-07-20,2,2,565.31,5,128
2024-07-21,2,2,1407.42,5,128
2024-07-22,2,2,884.58,5,128
2024-07-23,2,2,1116.82,5,128
2024-07-24,2,2,1171.36,5,128
2024-07-25,2,2,710.81,5,128
2024-07-26,2,2,879.8,5,128
2024-07-27,2,2,734.16,5,128
2024-07-28,2,2,465.45,5,128
2024-07-29,2,2,1198.01,5,128
2024-07-30,2,2,871.06,5,128
2024-07-31,2,2,981.33,5,128
2024-08-01,2,2,1548.67,5,128
2024-08-02,2,2,871.65,5,128
2024-08-03,2,2,988.3,5,128
2024-08-04,2,2,1214.0,5,128
2024-08-05,2,2,856.64,5,128
2024-08-06,2,2,1169.05,5,128
2024-08-07,2,2,813.79,5,128
2024-08-08,2,2,857.56,5,128
2024-08-09,2,2,1199.49,5,128
2024-08-10,2,2,770.04,5,128
2024-08-11,2,2,1068.88,5,128
2024-08-12,2,2,1270.77,5,128
2024-08-13,2,2,951.9,5,128
2024-08-14,2,2,1305.42,5,128
2024-08-15,2,2,944.79,5,128
2024-08-16,2,2,645.94,5,128
2024-08-17,2,2,834.32,5,128
2024-08-18,2,2,877.63,5,128
2024-08-19,2,2,746.28,5,128
2024-08-20,2,2,1428.8,5,128
2024-08-21,2,2,1058.72,5,128
2024-08-22,2,2,1007.42,5,128
2024-08-23,2,2,1024.14,5,128
2024-08-24,2,2,579.41,5,128
2024-08-25,2,2,1071.89,5,128
2024-08-26,2,2,1025.87,5,128
2024-08-27,2,2,1497.38,5,128
2024-08-28,2,2,1255.76,5,128
2024-08-29,2,2,1015.16,5,128
2024-08-30,2,2,881.27,5,128
2024-08-31,2,2,480.0,5,128
2024-09-01,2,2,1154.84,5,128
2024-09-02,2,2,656.86,5,128
2024-09-03,2,2,990.07,5,128
2024-09-04,2,2,1322.17,5,128
2024-09-05,2,2,893.95,5,128
2024-09-06,2,2,498.6,5,128
2024-09-07,2,2,829.08,5,128
2024-09-08,2,2,1018.46,5,128
2024-09-09,2,2,843.17,5,128
2024-09-10,2,2,1137.41,5,128
2024-09-11,2,2,1511.1,5,128
2024-09-12,2,2,985.32,5,128
2024-09-13,2,2,855.52,5,128
2024-09-14,2,2,1035.81,5,128
2024-09-15,2,2,1034.73,5,128
2024-09-16,2,2,922.74,5,128
2024-09-17,2,2,1200.59,5,128
2024-09-18,2,2,870.5,5,128
2024-09-19,2,2,1078.84,5,128
2024-09-20,2,2,845.16,5,128
2024-09-21,2,2,1016.82,5,128
2024-09-22,2,2,1219.48,5,128
2024-09-23,2,2,763.19,5,128
2024-09-24,2,2,1431.92,5,128
2024-09-25,2,2,1250.74,5,128
2024-09-26,2,2,1523.8,5,128
2024-09-27,2,2,681.01,5,128
2024-09-28,2,2,903.59,5,128
2024-09-29,2,2,751.37,5,128
2024-09-30,2,2,1267.67,5,128
2024-10-01,2,2,1224.26,5,128
2024-10-02,2,2,1126.46,5,128
2024-10-03,2,2,953.14,5,128
2024-10-04,2,2,777.72,5,128
2024-10-05,2,2,625.92,5,128
2024-10-06,2,2,1017.3,5,128
2024-10-07,2,2,838.61,5,128
2024-10-08,2,2,1333.34,5,128
2024-10-09,2,2,1244.49,5,128
2024-10-10,2,2,942.55,5,128
2024-10-11,2,2,1127.6,5,128
2024-10-12,2,2,754.06,5,128
2024-10-13,2,2,595.21,5,128
2024-10-14,2,2,843.44,5,128
2024-10-15,2,2,619.67,5,128
2024-10-16,2,2,1043.31,5,128
2024-10-17,2,2,836.54,5,128
2023-10-19,2,3,996.01,5,118
2023-10-20,2,3,810.51,5,118
2023-10-21,2,3,650.87,5,118
2023-10-22,2,3,824.45,5,118
2023-10-23,2,3,718.46,5,118
2023-10-24,2,3,1110.54,5,118
2023-10-25,2,3,1165.59,5,118
2023-10-26,2,3,1017.63,5,118
2023-10-27,2,3,1118.74,5,118
2023-10-28,2,3,661.04,5,118
2023-10-29,2,3,753.71,5,118
2023-10-30,2,3,1101.04,5,118
2023-10-31,2,3,1171.78,5,118
2023-11-01,2,3,1034.36,5,118
2023-11-02,2,3,1004.25,5,118
2023-11-03,2,3,346.61,5,118
2023-11-04,2,3,559.68,5,118
2023-11-05,2,3,681.26,5,118
2023-11-06,2,3,476.51,5,118
2023-11-07,2,3,1130.25,5,118
2023-11-08,2,3,1035.01,5,118
2023-11-09,2,3,682.36,5,118
2023-11-10,2,3,881.13,5,118
2023-11-11,2,3,910.53,5,118
2023-11-12,2,3,1071.39,5,118
2023-11-13,2,3,734.08,5,118
2023-11-14,2,3,711.8,5,118
2023-11-15,2,3,1558.0,5,118
2023-11-16,2,3,753.05,5,118
2023-11-17,2,3,740.3,5,118
2023-11-18,2,3,733.37,5,118
2023-11-19,2,3,642.18,5,118
2023-11-20,2,3,1516.04,5,118
2023-11-21,2,3,634.66,5,118
2023-11-22,2,3,1224.29,5,118
2023-11-23,2,3,878.8,5,118
2023-11-24,2,3,515.92,5,118
2023-11-25,2,3,712.2,5,118
2023-11-26,2,3,905.68,5,118
2023-11-27,2,3,890.96,5,118
2023-11-28,2,3,609.05,5,118
2023-11-29,2,3,1025.71,5,118
2023-11-30,2,3,931.37,5,118
2023-12-01,2,3,870.13,5,118
2023-12-02,2,3,664.69,5,118
2023-12-03,2,3,842.5,5,118
2023-12-04,2,3,911.26,5,118
2023-12-05,2,3,865.55,5,118
2023-12-06,2,3,1233.22,5,118
2023-12-07,2,3,782.07,5,118
2023-12-08,2,3,641.0,5,118
2023-12-09,2,3,478.88,5,118
2023-12-10,2,3,580.16,5,118
2023-12-11,2,3,1105.28,5,118
2023-12-12,2,3,1214.63,5,118
2023-12-13,2,3,1022.11,5,118
2023-12-14,2,3,674.02,5,118
2023-12-15,2,3,1241.76,5,118
2023-12-16,2,3,1079.18,5,118
2023-12-17,2,3,985.62,5,118
2023-12-18,2,3,757.18,5,118
2023-12-19,2,3,474.2,5,118
2023-12-20,2,3,883.67,5,118
2023-12-21,2,3,1029.24,5,118
2023-12-22,2,3,562.24,5,118
2023-12-23,2,3,911.11,5,118
2023-12-24,2,3,752.66,5,118
2023-12-25,2,3,987.34,5,118
2023-12-26,2,3,1023.58,5,118
2023-12-27,2,3,1035.64,5,118
2023-12-28,2,3,672.35,5,118
2023-12-29,2,3,638.19,5,118
2023-12-30,2,3,531.75,5,118
2023-12-31,2,3,787.59,5,118
2024-01-01,2,3,695.64,5,118
2024-01-02,2,3,937.91,5,118
2024-01-03,2,3,819.4,5,118
2024-01-04,2,3,781.93,5,118
2024-01-05,2,3,776.78,5,118
2024-01-06,2,3,567.54,5,118
2024-01-07,2,3,1264.39,5,118
2024-01-08,2,3,846.04,5,118
2024-01-09,2,3,1165.27,5,118
2024-01-10,2,3,999.1,5,118
2024-01-11,2,3,1092.19,5,118
2024-01-12,2,3,611.21,5,118
2024-01-13,2,3,950.98,5,118
2024-01-14,2,3,735.39,5,118
2024-01-15,2,3,702.83,5,118
2024-01-16,2,3,1030.28,5,118
2024-01-17,2,3,829.62,5,118
2024-01-18,2,3,1172.39,5,118
2024-01-19,2,3,839.47,5,118
2024-01-20,2,3,650.28,5,118
2024-01-21,2,3,530.49,5,118
2024-01-22,2,3,540.68,5,118
2024-01-23,2,3,831.62,5,118
2024-01-24,2,3,676.17,5,118
2024-01-25,2,3,1224.41,5,118
2024-01-26,2,3,652.7,5,118
2024-01-27,2,3,462.2,5,118
2024-01-28,2,3,739.34,5,118
2024-01-29,2,3,748.05,5,118
2024-01-30,2,3,1567.87,5,118
2024-01-31,2,3,866.37,5,118
2024-02-01,2,3,894.68,5,118
2024-02-02,2,3,627.23,5,118
2024-02-03,2,3,414.97,5,118
2024-02-04,2,3,533.77,5,118
2024-02-05,2,3,799.1,5,118
2024-02-06,2,3,1377.75,5,118
2024-02-07,2,3,936.71,5,118
2024-02-08,2,3,899.15,5,118
2024-02-09,2,3,665.16,5,118
2024-02-10,2,3,1013.05,5,118
2024-02-11,2,3,778.26,5,118
2024-02-12,2,3,662.4,5,118
2024-02-13,2,3,821.62,5,118
2024-02-14,2,3,900.81,5,118
2024-02-15,2,3,863.74,5,118
2024-02-16,2,3,604.11,5,118
2024-02-17,2,3,697.83,5,118
2024-02-18,2,3,1139.87,5,118
2024-02-19,2,3,1410.39,5,118
2024-02-20,2,3,655.07,5,118
2024-02-21,2,3,822.9,5,118
2024-02-22,2,3,1279.62,5,118
2024-02-23,2,3,1092.37,5,118
2024-02-24,2,3,460.73,5,118
2024-02-25,2,3,802.1,5,118
2024-02-26,2,3,733.33,5,118
2024-02-27,2,3,1240.76,5,118
2024-02-28,2,3,1256.88,5,118
2024-02-29,2,3,816.87,5,118
2024-03-01,2,3,860.71,5,118
2024-03-02,2,3,579.13,5,118
2024-03-03,2,3,646.39,5,118
2024-03-04,2,3,606.6,5,118
2024-03-05,2,3,856.93,5,118
2024-03-06,2,3,1370.04,5,118
2024-03-07,2,3,853.41,5,118
2024-03-08,2,3,699.66,5,118
2024-03-09,2,3,768.87,5,118
2024-03-10,2,3,816.14,5,118
2024-03-11,2,3,977.07,5,118
2024-03-12,2,3,1101.28,5,118
2024-03-13,2,3,1360.22,5,118
2024-03-14,2,3,1383.25,5,118
2024-03-15,2,3,876.42,5,118
2024-03-16,2,3,638.02,5,118
2024-03-17,2,3,724.56,5,118
2024-03-18,2,3,797.68,5,118
2024-03-19,2,3,613.64,5,118
2024-03-20,2,3,818.03,5,118
2024-03-21,2,3,746.17,5,118
2024-03-22,2,3,601.88,5,118
2024-03-23,2,3,492.67,5,118
2024-03-24,2,3,1272.49,5,118
2024-03-25,2,3,756.36,5,118
2024-03-26,2,3,881.69,5,118
2024-03-27,2,3,1063.83,5,118
2024-03-28,2,3,781.81,5,118
2024-03-29,2,3,834.58,5,118
2024-03-30,2,3,704.27,5,118
2024-03-31,2,3,598.01,5,118
2024-04-01,2,3,859.43,5,118
2024-04-02,2,3,860.13,5,118
2024-04-03,2,3,972.22,5,118
2024-04-04,2,3,846.55,5,118
2024-04-05,2,3,428.25,5,118
2024-04-06,2,3,675.71,5,118
2024-04-07,2,3,1072.95,5,118
2024-04-08,2,3,677.32,5,118
2024-04-09,2,3,1463.57,5,118
2024-04-10,2,3,887.31,5,118
2024-04-11,2,3,814.71,5,118
2024-04-12,2,3,874.01,5,118
2024-04-13,2,3,865.2,5,118
2024-04-14,2,3,733.24,5,118
2024-04-15,2,3,455.47,5,118
2024-04-16,2,3,888.69,5,118
2024-04-17,2,3,883.31,5,118
2024-04-18,2,3,1068.61,5,118
2024-04-19,2,3,722.58,5,118
2024-04-20,2,3,686.36,5,118
2024-04-21,2,3,758.09,5,118
2024-04-22,2,3,606.34,5,118
2024-04-23,2,3,775.85,5,118
2024-04-24,2,3,1099.66,5,118
2024-04-25,2,3,677.27,5,118
2024-04-26,2,3,705.27,5,118
2024-04-27,2,3,536.56,5,118
2024-04-28,2,3,872.62,5,118
2024-04-29,2,3,1119.81,5,118
2024-04-30,2,3,1278.63,5,118
2024-05-01,2,3,1415.81,5,118
2024-05-02,2,3,382.9,5,118
2024-05-03,2,3,652.48,5,118
2024-05-04,2,3,625.68,5,118
2024-05-05,2,3,801.42,5,118
2024-05-06,2,3,933.07,5,118
2024-05-07,2,3,749.07,5,118
2024-05-08,2,3,897.76,5,118
2024-05-09,2,3,816.47,5,118
2024-05-10,2,3,697.69,5,118
2024-05-11,2,3,658.19,5,118
2024-05-12,2,3,722.96,5,118
2024-05-13,2,3,840.75,5,118
2024-05-14,2,3,667.21,5,118
2024-05-15,2,3,976.43,5,118
2024-05-16,2,3,570.2,5,118
2024-05-17,2,3,582.06,5,118
2024-05-18,2,3,635.61,5,118
2024-05-19,2,3,346.8,5,118
2024-05-20,2,3,835.23,5,118
2024-05-21,2,3,1096.57,5,118
2024-05-22,2,3,667.08,5,118
2024-05-23,2,3,509.04,5,118
2024-05-24,2,3,733.17,5,118
2024-05-25,2,3,684.83,5,118
2024-05-26,2,3,1136.89,5,118
2024-05-27,2,3,1123.1,5,118
2024-05-28,2,3,859.32,5,118
2024-05-29,2,3,900.95,5,118
2024-05-30,2,3,1278.5,5,118
2024-05-31,2,3,899.88,5,118
2024-06-01,2,3,771.93,5,118
2024-06-02,2,3,807.69,5,118
2024-06-03,2,3,948.97,5,118
2024-06-04,2,3,1175.07,5,118
2024-06-05,2,3,1160.95,5,118
2024-06-06,2,3,971.18,5,118
2024-06-07,2,3,763.52,5,118
2024-06-08,2,3,780.58,5,118
2024-06-09,2,3,667.1,5,118
2024-06-10,2,3,550.35,5,118
2024-06-11,2,3,459.31,5,118
2024-06-12,2,3,939.64,5,118
2024-06-13,2,3,909.52,5,118
2024-06-14,2,3,794.98,5,118
2024-06-15,2,3,761.25,5,118
2024-06-16,2,3,980.55,5,118
2024-06-17,2,3,1310.04,5,118
2024-06-18,2,3,1219.97,5,118
